,OVR,WEIGHT,PRICE,SPD,AGI,ACC,AWA,CTH,STA,TRK,ELU,BTK,SFA,SPM,JKM,CAR,SPC,RLS,THP,SAC,MAC,DAC,RUN,BSK,PAC,RBK,RBF,PBK,PBP,PBF,LBK,IBL,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,KPW,KAC,RET,OVR_SquareRooted,POS_C,POS_CB,POS_DT,POS_FB,POS_FS,POS_HB,POS_K,POS_LE,POS_LG,POS_LOLB,POS_LT,POS_MLB,POS_P,POS_QB,POS_RE,POS_RG,POS_ROLB,POS_RT,POS_SS,POS_TE,POS_WR,PROGRAM_Blitz,PROGRAM_Core Elite,PROGRAM_Core Gold,PROGRAM_Core Rookie,PROGRAM_Core Silver,PROGRAM_Flashbacks,PROGRAM_Football Outsiders,PROGRAM_Gauntlet I,PROGRAM_Gauntlet II,PROGRAM_Ghosts of Madden - Future,PROGRAM_Ghosts of Madden - Past,PROGRAM_Ghosts of Madden - Present,PROGRAM_Harvest,PROGRAM_Heavyweights,PROGRAM_Journey,PROGRAM_Legends,PROGRAM_M20 Pre-Order,PROGRAM_M20 Tribute,PROGRAM_MUT Captains,PROGRAM_MUT Heroes,PROGRAM_MUT Superstars,PROGRAM_Madden Ultimate Team 10,PROGRAM_Master,PROGRAM_Most Feared,PROGRAM_NFL 100,PROGRAM_NFL Epics,PROGRAM_NFL Playoffs,PROGRAM_Out of Position,PROGRAM_Power Up,PROGRAM_Rookie Premiere,PROGRAM_Series Redux,PROGRAM_Signature Series,PROGRAM_Team of the Week,PROGRAM_Team of the Year,PROGRAM_Theme Builders,PROGRAM_Theme Diamonds,PROGRAM_Twitch Prime,PROGRAM_Ultimate Kickoff,PROGRAM_Ultimate Trainers,PROGRAM_Veterans,PROGRAM_Zero Chill,TEAM_Arizona Cardinals,TEAM_Atlanta Falcons,TEAM_Baltimore Ravens,TEAM_Buffalo Bills,TEAM_Carolina Panthers,TEAM_Chicago Bears,TEAM_Cincinnati Bengals,TEAM_Cleveland Browns,TEAM_Dallas Cowboys,TEAM_Denver Broncos,TEAM_Detroit Lions,TEAM_Free Agents,TEAM_Green Bay Packers,TEAM_Houston Texans,TEAM_Indianapolis Colts,TEAM_Jacksonville Jaguars,TEAM_Kansas City Chiefs,TEAM_Los Angeles Chargers,TEAM_Los Angeles Rams,TEAM_Miami Dolphins,TEAM_Minnesota Vikings,TEAM_New England Patriots,TEAM_New Orleans Saints,TEAM_New York Giants,TEAM_New York Jets,TEAM_Oakland Raiders,TEAM_Philadelphia Eagles,TEAM_Pittsburgh Steelers,TEAM_San Francisco 49ers,TEAM_Seattle Seahawks,TEAM_Tampa Bay Buccaneers,TEAM_Tennessee Titans,TEAM_Washington Redskins,ARCHETYPE_Accurate (K/P),ARCHETYPE_Agile (C),ARCHETYPE_Agile (OG),ARCHETYPE_Agile (OT),ARCHETYPE_Blocking (FB),ARCHETYPE_Blocking (TE),ARCHETYPE_Deep Threat (WR),ARCHETYPE_Elusive Back (HB),ARCHETYPE_Field General (MLB),ARCHETYPE_Field General (QB),ARCHETYPE_Hybrid (FS/SS),ARCHETYPE_Improvisor (QB),ARCHETYPE_Man-to-Man (CB),ARCHETYPE_Pass Coverage (MLB),ARCHETYPE_Pass Coverage (OLB),ARCHETYPE_Pass Protector (C),ARCHETYPE_Pass Protector (OG),ARCHETYPE_Pass Protector (OT),ARCHETYPE_Physical (WR),ARCHETYPE_Possession (TE),ARCHETYPE_Power (C),ARCHETYPE_Power (K/P),ARCHETYPE_Power (OG),ARCHETYPE_Power (OT),ARCHETYPE_Power Rusher (DE),ARCHETYPE_Power Rusher (DT),ARCHETYPE_Power Rusher (OLB),ARCHETYPE_Powerback (HB),ARCHETYPE_Receiving Back (HB),ARCHETYPE_Returner (WR),ARCHETYPE_Route Running (WR),ARCHETYPE_Run Stopper (DE),ARCHETYPE_Run Stopper (DT),ARCHETYPE_Run Stopper (MLB),ARCHETYPE_Run Stopper (OLB),ARCHETYPE_Run Support (FS/SS),ARCHETYPE_Scrambler (QB),ARCHETYPE_Slot (CB),ARCHETYPE_Slot (WR),ARCHETYPE_Smaller Speed Rusher (DE),ARCHETYPE_Speed Rusher (DT),ARCHETYPE_Speed Rusher (OLB),ARCHETYPE_Strong Arm (QB),ARCHETYPE_Utility (FB),ARCHETYPE_Vertical Threat (TE),ARCHETYPE_Zone (CB),ARCHETYPE_Zone (FS/SS),QS_CURRENCY_Coins,QS_CURRENCY_Training
2834,71,222,850,75.0,76.0,78.0,56.0,56.0,82.0,63.0,57.0,65.0,57.0,64.0,68.0,74.0,46.0,44.0,29.0,27.0,22.0,14.0,21.0,19.0,12.0,27.0,16.0,45.0,28.0,25.0,30.0,31.0,17.0,10.0,10.0,14.0,15.0,10.0,10.0,10.0,10.0,10.0,35.0,4.2626798770413155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2835,72,320,900,63.0,59.0,72.0,76.0,25.0,80.0,10.0,10.0,10.0,15.0,10.0,10.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,69.0,64.0,61.0,63.0,60.0,63.0,77.0,25.0,10.0,10.0,15.0,24.0,11.0,10.0,10.0,10.0,25.0,10.0,4.276666119016055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2838,71,306,1000,62.0,53.0,72.0,69.0,42.0,74.0,24.0,10.0,25.0,26.0,21.0,23.0,36.0,31.0,36.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,64.0,64.0,67.0,62.0,77.0,81.0,25.0,38.0,24.0,28.0,17.0,43.0,10.0,10.0,10.0,10.0,10.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2839,72,245,950,74.0,71.0,77.0,62.0,43.0,74.0,45.0,25.0,10.0,31.0,35.0,41.0,50.0,25.0,30.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,12.0,72.0,73.0,55.0,67.0,49.0,72.0,62.0,34.0,40.0,10.0,10.0,10.0,4.276666119016055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2840,72,218,950,56.0,49.0,68.0,67.0,15.0,86.0,10.0,20.0,14.0,24.0,37.0,40.0,41.0,10.0,10.0,75.0,74.0,69.0,66.0,61.0,23.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,10.0,4.276666119016055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2841,71,248,1100,70.0,67.0,69.0,74.0,69.0,74.0,61.0,48.0,50.0,68.0,29.0,46.0,58.0,60.0,61.0,26.0,10.0,10.0,10.0,10.0,19.0,10.0,67.0,67.0,47.0,46.0,44.0,52.0,66.0,15.0,10.0,10.0,39.0,45.0,30.0,10.0,15.0,12.0,15.0,28.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2842,71,221,750,80.0,69.0,81.0,58.0,68.0,81.0,47.0,55.0,61.0,57.0,55.0,57.0,62.0,75.0,58.0,25.0,10.0,10.0,10.0,10.0,12.0,10.0,46.0,18.0,36.0,19.0,16.0,28.0,46.0,11.0,10.0,10.0,24.0,26.0,10.0,10.0,13.0,10.0,10.0,25.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2843,71,203,900,79.0,71.0,80.0,61.0,53.0,83.0,19.0,48.0,38.0,17.0,48.0,57.0,55.0,51.0,13.0,17.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,10.0,42.0,47.0,14.0,25.0,41.0,58.0,61.0,60.0,57.0,10.0,10.0,30.0,4.2626798770413155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2844,72,192,900,80.0,76.0,83.0,65.0,58.0,79.0,12.0,57.0,40.0,21.0,55.0,63.0,48.0,52.0,18.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,25.0,10.0,30.0,25.0,10.0,35.0,38.0,19.0,26.0,52.0,67.0,65.0,60.0,53.0,10.0,10.0,28.0,4.276666119016055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2845,72,310,950,67.0,60.0,76.0,71.0,34.0,71.0,13.0,10.0,10.0,10.0,10.0,10.0,29.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,10.0,68.0,61.0,67.0,45.0,64.0,70.0,71.0,10.0,15.0,10.0,10.0,10.0,4.276666119016055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2846,71,236,900,70.0,70.0,73.0,56.0,52.0,84.0,47.0,64.0,58.0,30.0,57.0,61.0,50.0,30.0,16.0,77.0,68.0,62.0,61.0,64.0,70.0,64.0,13.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,15.0,10.0,10.0,38.0,22.0,10.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2847,71,205,850,79.0,79.0,81.0,59.0,67.0,83.0,36.0,62.0,60.0,61.0,66.0,71.0,62.0,68.0,59.0,16.0,10.0,10.0,10.0,10.0,12.0,10.0,38.0,16.0,12.0,14.0,10.0,11.0,28.0,10.0,10.0,10.0,18.0,23.0,10.0,10.0,10.0,10.0,10.0,50.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2848,71,202,950,83.0,80.0,82.0,46.0,50.0,78.0,43.0,64.0,58.0,56.0,60.0,67.0,69.0,42.0,37.0,18.0,13.0,10.0,10.0,10.0,16.0,10.0,17.0,10.0,43.0,18.0,18.0,23.0,26.0,10.0,10.0,10.0,11.0,22.0,10.0,10.0,10.0,10.0,10.0,66.0,4.2626798770413155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2849,72,318,1100,54.0,58.0,64.0,69.0,25.0,75.0,14.0,10.0,10.0,10.0,10.0,10.0,29.0,10.0,10.0,17.0,10.0,10.0,10.0,10.0,10.0,10.0,63.0,61.0,69.0,71.0,67.0,57.0,78.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,12.0,12.0,10.0,4.276666119016055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2851,71,225,4200,64.0,67.0,68.0,69.0,37.0,83.0,14.0,49.0,50.0,10.0,39.0,37.0,47.0,10.0,10.0,79.0,71.0,62.0,67.0,68.0,63.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,15.0,10.0,10.0,10.0,10.0,10.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852,71,214,850,77.0,75.0,81.0,60.0,57.0,82.0,42.0,48.0,21.0,33.0,44.0,53.0,59.0,50.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,10.0,53.0,78.0,32.0,40.0,51.0,66.0,60.0,62.0,61.0,10.0,10.0,45.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853,71,228,850,74.0,71.0,77.0,49.0,32.0,85.0,36.0,33.0,46.0,23.0,21.0,35.0,46.0,27.0,10.0,79.0,64.0,67.0,68.0,63.0,56.0,66.0,14.0,10.0,10.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0,10.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2854,72,210,800,79.0,81.0,82.0,51.0,54.0,76.0,36.0,62.0,56.0,49.0,66.0,71.0,69.0,50.0,48.0,17.0,12.0,10.0,10.0,10.0,12.0,10.0,19.0,10.0,35.0,17.0,23.0,17.0,18.0,10.0,10.0,10.0,13.0,21.0,10.0,10.0,10.0,10.0,10.0,60.0,4.276666119016055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2855,72,193,850,77.0,76.0,79.0,68.0,57.0,77.0,39.0,44.0,29.0,34.0,56.0,60.0,55.0,53.0,30.0,31.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,11.0,56.0,57.0,34.0,42.0,53.0,69.0,68.0,59.0,62.0,15.0,15.0,49.0,4.276666119016055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2856,71,245,850,75.0,71.0,79.0,54.0,58.0,81.0,34.0,21.0,10.0,40.0,31.0,25.0,54.0,37.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,10.0,68.0,71.0,38.0,50.0,68.0,74.0,54.0,34.0,41.0,10.0,12.0,10.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2858,71,206,880,79.0,79.0,81.0,54.0,62.0,79.0,43.0,50.0,37.0,24.0,52.0,61.0,53.0,57.0,11.0,18.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,24.0,20.0,23.0,24.0,10.0,48.0,63.0,14.0,20.0,42.0,61.0,54.0,57.0,68.0,10.0,10.0,65.0,4.2626798770413155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2859,72,338,900,62.0,54.0,72.0,71.0,15.0,71.0,15.0,10.0,10.0,10.0,10.0,10.0,15.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,57.0,55.0,70.0,70.0,64.0,76.0,75.0,10.0,10.0,10.0,15.0,14.0,10.0,10.0,10.0,15.0,15.0,10.0,4.276666119016055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860,72,188,1100,88.0,84.0,86.0,52.0,64.0,80.0,14.0,72.0,66.0,21.0,72.0,80.0,54.0,62.0,56.0,26.0,10.0,10.0,10.0,10.0,17.0,10.0,32.0,15.0,37.0,10.0,10.0,16.0,36.0,10.0,10.0,10.0,17.0,28.0,15.0,10.0,18.0,10.0,13.0,74.0,4.276666119016055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2861,71,308,950,56.0,44.0,70.0,71.0,20.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,22.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,63.0,65.0,66.0,67.0,63.0,65.0,78.0,10.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0,11.0,12.0,10.0,4.2626798770413155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2862,71,305,900,55.0,54.0,71.0,81.0,25.0,85.0,15.0,10.0,10.0,20.0,10.0,10.0,30.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,64.0,60.0,66.0,62.0,66.0,78.0,77.0,14.0,10.0,10.0,10.0,14.0,10.0,10.0,10.0,15.0,15.0,10.0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
